,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,,,
5535,Fukushima,"25 January,2012",Fukushima,Soma City,"18 January,2012",________,"Striped jewfish
(Stereolepis  doederleini)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2012,18
973,Fukushima,"13 July, 2011",Fukushima,Iwaki City,"11 July, 2011",________,"Striped jewfish
(Stereolepis doederleini)",,13,Not detectable,,"Fukushima Agricultural Technology
Centre",13,ND,demersal,s,f,2011,11
1532,Fukushima,8/24/11,Fukushima,Iwaki City,8/22/11,________,"Striped jewfish
(Stereolepis doederleini)",,51,Not detectable,,"Fukushima Agricultural Technology
Centre",51,ND,demersal,s,f,0777,40
2754,Hokkaido,"13 October,2011",Hokkaido,"Offshore
Kushiro City","2 October,2011",_____,"Antlered sculpin
(Enophrys  diceraus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,demersal,s,f,2011,2 
3974,Hokkaido,"16 November ,2011",Hokkaido,"Offshore
Urakawa Town","10 November ,2011",____,"Pacific halibut
(Hippoglossus stenolepis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2011,10
2418,Ibaraki,"4 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","29 September,2011",_____,"Dory
(Zenopsis  nebulosa)",39,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",39,ND,pelagic,s,f,2011,29
2629,Fukushima,"12 October,2011",Fukushima,Iwaki City,"7 October,2011",_____,"Dory
(Zenopsis  nebulosa)",,56,Not detectable,,"Fukushima Agricultural Technology
Centre",56,ND,pelagic,s,f,2011,7 
2662,Fukushima,"12 October,2011",Fukushima,Minami-soma City,"6 October,2011",_____,"Dory
(Zenopsis  nebulosa)",,127,Not detectable,,"Fukushima Agricultural Technology
Centre",127,ND,pelagic,s,f,2011,6 
2788,Ibaraki,"14 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","11 October,2011",_____,"Dory
(Zenopsis  nebulosa)",34,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",34,ND,pelagic,s,f,2011,11
2789,Ibaraki,"14 October,2011",Ibaraki,"Offshore
Hitachi City","11 October,2011",_____,"Dory
(Zenopsis  nebulosa)",36,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",36,ND,pelagic,s,f,2011,11
3091,Fukushima,"26 October,2011",Fukushima,Iwaki City,"24 October,2011",_____,"Dory
(Zenopsis  nebulosa)",,41,Not detectable,,"Fukushima Agricultural Technology
Centre",41,ND,pelagic,s,f,2011,24
3092,Fukushima,"26 October,2011",Fukushima,Iwaki City,"24 October,2011",_____,"Dory
(Zenopsis  nebulosa)",,43,Not detectable,,"Fukushima Agricultural Technology
Centre",43,ND,pelagic,s,f,2011,24
3136,Fukushima,"26 October,2011",Fukushima,Minami-soma City,"24 October,2011",_____,"Dory
(Zenopsis  nebulosa)",,45,Not detectable,,"Fukushima Agricultural Technology
Centre",45,ND,pelagic,s,f,2011,24
3137,Fukushima,"26 October,2011",Fukushima,Minami-soma City,"24 October,2011",_____,"Dory
(Zenopsis  nebulosa)",,57,Not detectable,,"Fukushima Agricultural Technology
Centre",57,ND,pelagic,s,f,2011,24
3288,Ibaraki,"29 October,2011",Ibaraki,"Offshore
Kita-ibaraki City","25 October,2011",_____,"Dory
(Zenopsis  nebulosa)",25,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",25,ND,pelagic,s,f,2011,25
3817,Ibaraki,"15 November ,2011",Ibaraki,"Offshore
Kita-ibaraki City","7 November ,2011",_____,"Dory
(Zenopsis  nebulosa)",,22,Not detectable,,Japan Chemical Analysis Center,22,ND,pelagic,s,f,2011,7 
3818,Ibaraki,"15 November ,2011",Ibaraki,"Offshore
Hitachinaka City","9 November ,2011",_____,"Dory
(Zenopsis  nebulosa)",,21,Not detectable,,Japan Chemical Analysis Center,21,ND,pelagic,s,f,2011,9 
3845,Fukushima,"16 November ,2011",Fukushima,Iwaki City,"10 November ,2011",_____,"Dory
(Zenopsis  nebulosa)",,38,Not detectable,,"Fukushima Agricultural Technology
Centre",38,ND,pelagic,s,f,2011,10
4856,Ibaraki,"20 December,2011",Ibaraki,"Offshore
Kashima City","13 December,2011",_____,"Dory
(Zenopsis  nebulosa)",,14,Not detectable,,Japan Chemical Analysis Center,14,ND,pelagic,s,f,2011,13
5156,Ibaraki,"28 December,2011",Ibaraki,"Offshore
Kita-ibaraki City","20 December,2011",_____,"Dory
(Zenopsis  nebulosa)",22,,Not detectable,,Japan Chemical Analysis Center,22,ND,pelagic,s,f,2011,20
5157,Ibaraki,"28 December,2011",Ibaraki,"Offshore
Hitachi City","19 December,2011",_____,"Dory
(Zenopsis  nebulosa)",27,,Not detectable,,Japan Chemical Analysis Center,27,ND,pelagic,s,f,2011,19
5388,Ibaraki,"18 January,2012",Ibaraki,"Offshore
Hitachinaka City","13 January,2012",_____,"Dory
(Zenopsis  nebulosa)",,13,Not detectable,,Private inspection facility,13,ND,pelagic,s,f,2012,13
6548,Fukushima,"22 February,2012",Fukushima,Hirono Town,"20 February,2012",_____,"Dory
(Zenopsis  nebulosa)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,pelagic,s,f,2012,20
6859,Fukushima,"29 February,2012",Fukushima,Iwaki City,"27 February,2012",_____,"Dory
(Zenopsis  nebulosa)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,pelagic,s,f,2012,27
7114,Fukushima,"7 March,2012",Fukushima,Iwaki City,"5 March,2012",_____,"Dory
(Zenopsis  nebulosa)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,pelagic,s,f,2012,5 
1269,Fukushima,"3 August, 2011",Fukushima,Iwaki City,"1 August, 2011",_____,"Dory
(Zenopsis nebulosa)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,pelagic,s,f,2011,1 
1361,Fukushima,"10 August, 2011",Fukushima,Iwaki City,"8 August, 2011",_____,"Dory
(Zenopsis nebulosa)",,54,Not detectable,,"Fukushima Agricultural Technology
Centre",54,ND,pelagic,s,f,2011,8 
1533,Fukushima,8/24/11,Fukushima,Iwaki City,8/22/11,_____,"Dory
(Zenopsis nebulosa)",,58,Not detectable,,"Fukushima Agricultural Technology
Centre",58,ND,pelagic,s,f,0777,40
1765,Fukushima,"7 September,2011",Fukushima,Minami-soma City,"5 September,2011",_____,"Dory
(Zenopsis nebulosa)",,46,Not detectable,,"Fukushima Agricultural Technology
Centre",46,ND,pelagic,s,f,2011,5 
1914,Fukushima,"14 September,2011",Fukusima,Iwaki City,"8 September,2011",_____,"Dory
(Zenopsis nebulosa)",,54,Not detectable,,"Fukushima Agricultural Technology
Centre",54,ND,pelagic,s,f,2011,8 
1952,Fukushima,"14 September,2011",Fukusima,Minami-soma City,"10 September,2011",_____,"Dory
(Zenopsis nebulosa)",,61,Not detectable,,"Fukushima Agricultural Technology
Centre",61,ND,pelagic,s,f,2011,10
2081,Fukushima,"21 September,2011",Fukusima,Iwaki City,"15 September,2011",_____,"Dory
(Zenopsis nebulosa)",,51,Not detectable,,"Fukushima Agricultural Technology
Centre",51,ND,pelagic,s,f,2011,15
2117,Fukushima,"21 September,2011",Fukusima,Minami-soma City,"15 September,2011",_____,"Dory
(Zenopsis nebulosa)",3,,Not detectable,,"Fukushima Agricultural Technology
Centre",3,ND,pelagic,s,f,2011,15
2118,Fukushima,"21 September,2011",Fukusima,Minami-soma City,"15 September,2011",_____,"Dory
(Zenopsis nebulosa)",50,,Not detectable,,"Fukushima Agricultural Technology
Centre",50,ND,pelagic,s,f,2011,15
2266,Fukushima,"28 September,2011",Fukusima,Minami-soma City,"24 September,2011",_____,"Dory
(Zenopsis nebulosa)",,67,Not detectable,,"Fukushima Agricultural Technology
Centre",67,ND,pelagic,s,f,2011,24
2267,Fukushima,"28 September,2011",Fukusima,Minami-soma City,"24 September,2011",_____,"Dory
(Zenopsis nebulosa)",,51,Not detectable,,"Fukushima Agricultural Technology
Centre",51,ND,pelagic,s,f,2011,24
4982,Kanagawa,"22 December,2011",Kanagawa,Yugawara Town (Fukuura Fishing Port),"19 December,2011",______,"Stripey
(Microcanthus strigatus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,pelagic,s,f,2011,19
4200,Kanagawa,"24 November ,2011",Kanagawa,"Yokosuka City
(Shin-yasuura Port)","21 November ,2011",___,"Scorpion fish
(Sebastiscus  marmoratus)",,6.8,Not detectable,,Japan Chemical Analysis Center,6.8,ND,demersal,s,f,2011,21
496,Kawasaki City,"3 June, 2011",Kanagawa,Around Higashi- ogijima breakwater,"31 May, 2011",___,"Scorpion fish
(Sebastiscus marmoratus)",Not detectable,,Not detectable,,"Kawasaki City Institute for Public
Health",ND,ND,demersal,s,f,2011,31
1708,Kanagawa,"31 August, 2011",Kanagawa,Yokosuka City (Shin-yasuura Port),"26 August, 2011",___,"Scorpion fish
(Sebastiscus marmoratus)",,5.6,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",5.6,ND,demersal,s,f,2011,26
2630,Fukushima,"12 October,2011",Fukushima,Iwaki City,"7 October,2011",_______,"Anchovy
(Engraulis  japonicus)",,11,Not detectable,,"Fukushima Agricultural Technology
Centre",11,ND,pelagic,s,f,2011,7 
2860,Fukushima,"19 October,2011",Fukushima,Iwaki City,"17 October,2011",_______,"Anchovy
(Engraulis  japonicus)",,15.9,Not detectable,,"Fukushima Agricultural Technology
Centre",15.9,ND,pelagic,s,f,2011,17
3350,Fukushima,"2 November ,2011",Fukushima,Iwaki City,"27 October,2011",_______,"Anchovy
(Engraulis  japonicus)",,7.8,Not detectable,,"Fukushima Agricultural Technology
Centre",7.8,ND,pelagic,s,f,2011,27
3681,Ibaraki,"9 November ,2011",Ibaraki,"Offshore
Tokai Village","2 November ,2011",_______,"Anchovy
(Engraulis  japonicus)",,7,Not detectable,,Private inspection facility,7,ND,pelagic,s,f,2011,2 
3992,Miyagi,"16 November ,2011",Miyagi,"Offshore southern
Sanriku Region","10 November ,2011",_______,"Anchovy
(Engraulis  japonicus)",,4.8,Not detectable,,Private inspection facility,4.8,ND,pelagic,s,f,2011,10
4083,Chiba,"21 November ,2011",Chiba,"Choshi
Fishing Port","17 November ,2011",_______,"Anchovy
(Engraulis  japonicus)",,2.2,Not detectable,,Japan Chemical Analysis Center,2.2,ND,pelagic,s,f,2011,17
4102,Fukushima,"24 November ,2011",Fukushima,Iwaki City,"21 November ,2011",_______,"Anchovy
(Engraulis  japonicus)",,26,Not detectable,,"Fukushima Agricultural Technology
Centre",26,ND,pelagic,s,f,2011,21
4301,Ibaraki,"28 November ,2011",Ibaraki,"Offshore
Oarai Town","21 November ,2011",_______,"Anchovy
(Engraulis  japonicus)",3,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",3,ND,pelagic,s,f,2011,21
4440,Ibaraki,"2 December,2011",Ibaraki,"Offshore
Oarai Town","28 November ,2011",_______,"Anchovy
(Engraulis  japonicus)",,2,Not detectable,,Japan Chemical Analysis Center,2,ND,pelagic,s,f,2011,28
4609,Miyagi,"7 December,2011",Miyagi,"Offshore southern
Sanriku Region","29 November ,2011",_______,"Anchovy
(Engraulis  japonicus)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,pelagic,s,f,2011,29
4616,Ibaraki,"9 December,2011",Ibaraki,"Offshore
Oarai Town","6 December,2011",_______,"Anchovy
(Engraulis  japonicus)",,2,Not detectable,,"Japan Frozen Foods Inspection
Corporation",2,ND,pelagic,s,f,2011,6 
4882,Fukushima,"21 December,2011",Fukushima,Iwaki City,"19 December,2011",_______,"Anchovy
(Engraulis  japonicus)",,31,Not detectable,,"Fukushima Agricultural Technology
Centre",31,ND,pelagic,s,f,2011,19
6228,Ibaraki,"14 February,2012",Ibaraki,"Offshore
Oarai Town","6 February,2012",_______,"Anchovy
(Engraulis  japonicus)",,1.9,Not detectable,,Japan Chemical Analysis Center,1.9,ND,pelagic,s,f,2012,6 
6516,Fukushima,"22 February,2012",Fukushima,Iwaki City,"19 February,2012",_______,"Anchovy
(Engraulis  japonicus)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,pelagic,s,f,2012,19
6704,Ibaraki,"24 February,2012",Ibaraki,"Offshore
Oarai Town","20 February,2012",_______,"Anchovy
(Engraulis  japonicus)",1.8,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.8,ND,pelagic,s,f,2012,20
6860,Fukushima,"29 February,2012",Fukushima,Iwaki City,"27 February,2012",_______,"Anchovy
(Engraulis  japonicus)",,11,Not detectable,,"Fukushima Agricultural Technology
Centre",11,ND,pelagic,s,f,2012,27
7275,Kanagawa,"8 March,2012",Kanagawa,Hiratsuka City (Hiratsuka Fishing Port),"5 March,2012",_______,"Anchovy
(Engraulis  japonicus)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,pelagic,s,f,2012,5 
7657,Chiba,"19 March,2012",Chiba,"Katagai
Fishing Port","16 March,2012",_______,"Anchovy
(Engraulis  japonicus)",,0.74,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.74,ND,pelagic,s,f,2012,16
7974,Chiba,"26 March,2012",Chiba,"Katagai
Fishing Port","26 March,2012",_______,"Anchovy
(Engraulis  japonicus)",0.59,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.59,ND,pelagic,s,f,2012,26
8303,Ibaraki,"28 March,2012",Ibaraki,"Offshore
Oarai Town","22 March,2012",_______,"Anchovy
(Engraulis  japonicus)",,2,Not detectable,,Private inspection facility,2,ND,pelagic,s,f,2012,22
8571,Chiba,"30 March,2012",Chiba,"Choshi
Fishing Port","30 March,2012",_______,"Anchovy
(Engraulis  japonicus)",1.82,,Not detectable,,Japan Chemical Analysis Center,1.82,ND,pelagic,s,f,2012,30
189,Chiba,"28 April, 2011",Chiba,Choshi,"26 April, 2011",_______,"Anchovy
(Engraulis japonicus )",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,pelagic,s,f,2011,26
5,Chiba,"25,March, 2011",Chiba,Choshi,"24,March, 2011",_______,"Anchovy
(Engraulis japonicus)",3.0,,28,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",3,28,pelagic,s,f,2011,24
11,Kanagawa,"29,March, 2011",Kanagawa,Odawara,"29,March, 2011",_______,"Anchovy
(Engraulis japonicus)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,pelagic,s,f,2011,29
19,Ibaraki,"2,April, 2011",Ibaraki,"Offshore
Oarai town","1,April, 2011",_______,"Anchovy
(Engraulis japonicus)",30,,130,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",30,130,pelagic,s,f,2011,"1,"
63,Chiba,"8,April, 2011",Chiba,Choshi,"7,April, 2011",_______,"Anchovy
(Engraulis japonicus)",,1.7,,1.9,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",1.7,1.9,pelagic,s,f,2011,"7,"
74,Ibaraki,"12,April, 2011",Ibaraki,"Offshore
Kitaibaraki city","11,April, 2011",_______,"Anchovy
(Engraulis japonicus)",,170,,52,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",170,52,pelagic,s,f,2011,11
90,Ibaraki,"13,April, 2011",Ibaraki,"Offshore
Kashima city","13,April, 2011",_______,"Anchovy
(Engraulis japonicus)",,13,,17,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",13,17,pelagic,s,f,2011,13
103,Chiba,"15,April, 2011",Chiba,Choshi,"14 April, 2011",_______,"Anchovy
(Engraulis japonicus)",,7.9,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",7.9,ND,pelagic,s,f,2011,14
114,Chiba,"19 April, 2011",Chiba,Choshi,"18 April, 2011",_______,"Anchovy
(Engraulis japonicus)",,3.2,,1.3,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",3.2,1.3,pelagic,s,f,2011,18
170,Ibaraki,"26 April, 2011",Ibaraki,"Offshore
Kashima City","25 April, 2011",_______,"Anchovy
(Engraulis japonicus)",,20,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",20,ND,pelagic,s,f,2011,25
286,Chiba,"16 May, 2011",Chiba,Choshi,"12 May, 2011",_______,"Anchovy
(Engraulis japonicus)",,28,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",28,ND,pelagic,s,f,2011,12
290,Ibaraki,"17 May, 2011",Ibaraki,"Offshore
Hokota city","16 May, 2011",_______,"Anchovy
(Engraulis japonicus)",,91,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",91,ND,pelagic,s,f,2011,16
333,Chiba,"19 May, 2011",Chiba,Choshi,"18 May, 2011",_______,"Anchovy
(Engraulis japonicus)",,25,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",25,ND,pelagic,s,f,2011,18
347,Ibaraki,"21 May, 2011",Ibaraki,"Offshore
Kamisu City","20 May, 2011",_______,"Anchovy
(Engraulis japonicus)",,21,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",21,ND,pelagic,s,f,2011,20
450,Chiba,"30 May, 2011",Chiba,"Choshi Fishing
Port","26 May, 2011",_______,"Anchovy
(Engraulis japonicus)",,12.8,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",12.8,ND,pelagic,s,f,2011,26
479,Chiba,"2 June, 2011",Chiba,"Katakai Fishing
Port","26 May, 2011",_______,"Anchovy
(Engraulis japonicus)",,17.2,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",17.2,ND,pelagic,s,f,2011,26
523,Kanagawa,"9 June, 2011",Kanagawa,Yokosuka City (Sajima Fishing Port),"6 June, 2011",_______,"Anchovy
(Engraulis japonicus)",,6.7,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",6.7,ND,pelagic,s,f,2011,6 
608,Chiba,"15 June, 2011",Chiba,"Choshi
Fishing Port","11 June, 2011",_______,"Anchovy
(Engraulis japonicus)",,26,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",26,ND,pelagic,s,f,2011,11
668,Chiba,"20 June, 2011",Chiba,"Choshi
Fishing Port","16 June, 2011",_______,"Anchovy
(Engraulis japonicus)",,21,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",21,ND,pelagic,s,f,2011,16
839,Ibaraki,"29 June, 2011",Ibaraki,"offshore
Kamisu city","27 June, 2011",_______,"Anchovy
(Engraulis japonicus)",,20,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",20,ND,pelagic,s,f,2011,27
853,Ibaraki,"30 June, 2011",Ibaraki,"Offshore
Hokota city","29 June, 2011",_______,"Anchovy
(Engraulis japonicus)",,37,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",37,ND,pelagic,s,f,2011,29
974,Fukushima,"13 July, 2011",Fukushima,Iwaki City,"5 July, 2011",_______,"Anchovy
(Engraulis japonicus)",,74,Not detectable,,"Fukushima Agricultural Technology
Centre",74,ND,pelagic,s,f,2011,5 
1046,Miyagi,"13 July, 2011",Miyagi,Sendai Bay,"10 July, 2011",_______,"Anchovy
(Engraulis japonicus)",,12,Not detectable,,Tohoku University,12,ND,pelagic,s,f,2011,10
1053,Chiba,"14 July, 2011",Chiba,"Katakai
Fishing Port","13 July, 2011",_______,"Anchovy
(Engraulis japonicus)",,11.6,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",11.6,ND,pelagic,s,f,2011,13
1148,Fukushima,"27 July, 2011",Fukushima,Iwaki City,"25 July, 2011",_______,"Anchovy
(Engraulis japonicus)",,62,Not detectable,,"Fukushima Agricultural Technology
Centre",62,ND,pelagic,s,f,2011,25
1254,Miyagi,"3 August, 2011",Miyagi,Sendai Bay,"1 August, 2011",_______,"Anchovy
(Engraulis japonicus)",,4,Not detectable,,Tohoku University,4,ND,pelagic,s,f,2011,1 
1270,Fukushima,"3 August, 2011",Fukushima,Iwaki City,"26 July, 2011",_______,"Anchovy
(Engraulis japonicus)",,47,Not detectable,,"Fukushima Agricultural Technology
Centre",47,ND,pelagic,s,f,2011,26
1362,Fukushima,"10 August, 2011",Fukushima,Iwaki City,"8 August, 2011",_______,"Anchovy
(Engraulis japonicus)",,144,Not detectable,,"Fukushima Agricultural Technology
Centre",144,ND,pelagic,s,f,2011,8 
